title,ingredients,method,Main ingredients,Cuisine,Course,Prep time,Cook time,Serve,Taste,Level of cooking,Veg/Non Veg
Chicken Changezi - SK Khazana,[],"['Take chicken in a bowl, add yogurt, 1 1/2  tbsps ginger-garlic paste, lemon juice and salt, mix well and set aside to marinate for 30 minutes.', 'Heat oil in a non-stick pan, add remaining ginger-garlic paste and saute well, add tomato puree, mix well and let the mixture come to a boil.', 'Add red chilli powder, coriander powder, garam masala powder and chaat masala powder and mix well. Cover and cook for 3-5 minutes or until the oil is separated', 'Add milk, browned onion paste, cashewnut paste and cook for 2 minutes. Add marinated chicken, green chillies and mix well, and cook on high heat for 2 minutes. Cover and cook until the chicken is done.', 'Add dried fenugreek leaves, fresh cream and coriander leaves and mix well.', 'Transfer into a serving dish, garnish with some fresh cream and coriander leaves and serve hot.']",,Indian,Main Course Chicken,,26-30 minutes,4,Spicy,,Non Veg
Mooli Parantha,[],"['Take radish in a bowl. Add salt, mix and set aside for 10-15 minutes. Squeeze out the excess water and transfer the radish in another bowl.', 'To the radish water, add wheat flour, salt, oil, some water and knead into a stiff dough. Cover with a damp muslin cloth and set aside for 15 minutes.', 'To make stuffing, combine carom seeds, green chillies, chopped coriander, salt and chilli powder in the bowl withgrated radish and mix well.', 'Divide the dough into equal portions. Roll out the portions to small discs, add a portion of prepared stuffing in the centre, seal the edges and lightly roll outinto thick paranthas.', 'Heat a non-stick tawa. Place the prepared paranthason it and roast, basting with ghee, till evenly done from both sides.', 'Serve hot.']",,Punjabi,Breads,,16-20 minutes,4,Spicy,,Veg
VEGAN PALAK PANEER,[],"['Cut tofu into 1 inch cubes.', 'Take a shallow bowl, add 2  1/2  tbsps cashew cream, grate ginger, lemon juice, garam masala powder, rock salt and mix well. Add the tofu cubes and rub the pieces well with the prepared mixture and marinate for 30 minutes.', 'Preheat the oven at 150@C.', 'Place the marinated tofu pieces and bake for 20 minutes.', 'Meanwhile, finely chop onions and roughly chop tomato.', 'Dry roast coriander seeds and cumin seeds till fragrant in a pan. Add green chilli and chopped onions and rock salt and saute till golden brown. Add chopped tomato and ginger and mix well. Cook for 2-3 minutes.', 'Add spinach puree and mix, cook for a minute. Add  1/2  cup water, cashew yogurt and mix well. Add  1/2  cup more water and mix well. Cook for a minute.', 'Add the cooked tofu pieces and gently stir and transfer into a serving bowl. Drizzle cashew cream and garnish with ginger strips and serve hot.']",,Indian,Main Course Vegetarian,,26-30 minutes,4,Mild,,Veg
Chocolate Overnight Muesli,"['2 tablespoons cocoa powder', '1 3/4  cups muesli + for garnish', '2 ripe bananas', '2 cups soy milk', '6-7 seedless dates, chopped', '1 apple', '8-10 orange segments', '2 tablespoons chia seeds', '2 tablespoons honey', 'Chopped mixed nuts for garnish', '10-12 black berries for garnish', '2-3 strawberries for garnish', '8-10 blueberries for garnish']","['Peel and break bananas in half and put into a blender jar, add soy milk, dates and cocoa powder and blend to a find paste.', 'Grate apple into a large bowl, add orange segments, muesli and the blended mixture. Add chia seeds and honey and mix well. Cover and refrigerate overnight.', 'Transfer into serving bowls, sprinkle chopped mixed nuts and some muesli on top, garnish with a few black berries. Slice the strawberries and place on top, arrange a few blueberries and serve.']",,Fusion,Snacks and Starters,,0-5 minutes,4,Sweet,,Veg
Sattu Baingan Masala,[],"['Take sufficient water in a bowl, add  1/2  tsp turmeric powder and mix well. Slit brinjals without cutting through and immerse in turmeric water.', 'To prepare the stuffing, take sattu in another bowl, add onion, green chillies, ginger, 2 tsps red chilli powder, remaining turmeric powder,  1/4  tsp asafoetida, fennel powder, 1 1/2  tsps dried mango powder, coriander powder, cumin seeds, salt and 6 tsps mustard oil and mix well.', 'Heat 5 tsps mustard oil in a stainless steel pan till it begins to smoke.', 'Stuff the brinjals with the sattu mixture, place them in the hot pan, cover and shallow fry on low heat, stirring occasionally, till golden brown on all sides.', 'Heat another non-stick pan, add remaining mixture of sattu and dry roast till colour darkens. Spread this on a serving plate.', 'Heat remaining mustard oil in the same pan, add remaining asafoetida, brinjals, remaining red chilli powder, remaining dried mango powder and mix lightly. Cook for 1-2 minutes.', 'Place the brinjals over the sattu mixture spread on the serving plate. Garnish with coriander sprigs and serve hot.']",,Indian,Main Course Vegetarian,,21-25 minutes,4,Spicy,,Veg
Persian Cake,[],"['Preheat oven to 180deg C. Grease a baking tin with some butter.', 'Mix together almond flour, refined flour, semolina, pistachios, baking powder and cardamom powder in a bowl.', 'Cream together castor sugar and eggs in another bowl till light and fluffy. Add yogurt and beat till well mixed.', 'Add flour mixture and fold in till well combined. Add orange zest, rose water and saffron and fold in well. Add little milk to adjust the consistency.', 'Pour batter into the prepared tin, place the tin in the preheated oven and bake for 30-40 minutes. Remove from oven, cool and demould.', 'Cut into wedges and serve.']",,Fusion,Desserts,,31-40 minutes,4,Sweet,,Non Veg
Grilled Banana And Custard Crumble,[],"['Peel bananas and trim them to fit into a baking dish. Heat butter in a non stick pan, add brown sugar and mix. Halve the bananas vertically and put them into the pan and saute on medium heat. Pour the custard into a baking dish.', 'Turn the banana halves so that they get cooked even on both the sides. To make the crumble, take rolled oats, refined flour and chilled butter in a bowl and mix with fingertips. Do not overwork the mixture. Preheat the oven to 200degC / 375degF.', 'Place the grilled bananas over the custard. Sprinkle the oats mixture over so as to cover the bananas completely. Sprinkle the remaining brown sugar on top. Bake in the preheated oven till the top becomes golden brown. Serve hot.']",,British,Desserts,,26-30 minutes,4,Sweet,,Veg
Matar Mushroom Bharta,[],"['Heat oil in a non-stick pan, add cumin seeds and let them change colour. Add onion and saute till translucent.', 'Finely chop mushrooms in a food processor.', 'Add ginger and garlic to the onion and saute till fragrant. Add mushrooms and mix well. Add salt, turmeric powder, coriander powder and red chilli powder and mix well. Add tomato puree and mix well. Cover and cook on medium heat for 2-3 minutes or till the mushrooms are done.', 'Add green peas and mix well and cook till the peas are heated through. Transfer onto a serving plate, garnish with ginger strips and serve hot.']",,Indian,Main Course Vegetarian,,21-25 minutes,4,Spicy,,Veg
Lemon Chicken With Chickpeas,[],"['Heat olive oil in a deep non stick pan. Crush garlic and add and saute for 1 minute. Add chicken and saute, stirring occasionally, for 4-5 minutes. Cut each lemon into 8 equal parts and remove the seeds.', 'Add refined flour to the chicken and mix well. Saute for 1 minute and add salt, peppercorns and mix well. Add chicken stock and mix. Add chickpeas and mix again. Add tomato puree and mix. Add the lemon pieces and mix gently. Cover and cook on high heat for 5-7 minutes. Reduce heat and cook for 15-20 minutes or till chicken is completely done. Serve hot.']",,Fusion,Main Course Chicken,,31-40 minutes,4,Mild,,Non Veg
Anda Parantha - SK Khazana,[],"['Break eggs in toa bowl. Add cumin powder, chilli powder, turmeric powder, green chillies, salt, onions and coriander leaves and beat well.', 'Dust the worktop with some flour.', 'Divide the dough into equal balls and roll out each into a medium sized disc. Apply some ghee on top, dust some flour, fold  2/3  of the disc. Apply some ghee on top of this portion and fold the remaining  1/3  over. Again apply some ghee. Again fold  2/3  over, apply ghee and fold the remaining  1/3  over to make a square. Roll out into square parantha.', 'Heat a non-stick tawa. Place each parantha on it and roast, turning sides, till lightly browned from both the sides.', 'Open the layers of the parantha, spoon in some egg mixture and press. Cook applying ghee and turning sides, till egg is fully cooked and the parantha golden brown on both the sides.', 'Cut into squares and serve hot with tomato ketchup.']",,Indian,Snacks and Starters,,16-20 minutes,4,Spicy,,Non Veg
Cheesy Cheela Sandwich,[],"['Take Tata Sampann Multi Grain Chilla Mix in a bowl, add 1 1/2  cups water and whisk to a smooth and thick batter. .', 'For each sandwich, heat  1/2  tsp oil of in a small non-stick pan, spread it with a tissue paper and pour a ladle of batter and spread it by rotating the pan. Heat  1/2  tsp in another small non-stick pan, spread it with a tissue paper and pour a ladle of batter and spread it by rotating the pan.', 'Drizzle a little oil all around both the chillas and cook for 2-3 minutes on low heat.', 'Meanwhile, grate cheddar cheese and mozzarella cheese in a bowl.', 'Flip both the chillas and cook for 2-3 minutes on the other side too.', 'Snip and add basil leaves, dried oregano and dried red chilli flakes to the cheese and mix well.', 'Keep both the chillas on the worktop, place a portion of the prepared stuffing on one chilla and cover it with the other to make a sandwich.', 'Heat another non-stick pan, drizzle a little oil in the hot pan, place the chilla sandwich in it and cook, turning sides, till golden brown and crisp on both sides.', 'Make more chilla sandwiches in the same way.', 'Cut them into half and place them on a serving plate and serve hot with green chutney.']",,Fusion,Snacks and Starters,,16-20 minutes,4,Mild,,Veg
Gulab Jamun Tartlets,[],"['Heat cream in a non-stick pan, stirring continuously with a spatula. Transfer into a bowl. Break caramel chocolate bars and put into the same bowl, keep the bowl in a Microwave and heat for 1 minute. Take the bowl out and mix well till the chocolate melts completely and becomes smooth.', 'Chop walnuts, add to the melted chocolate and mix well. Add mini gulab jamuns and mix well.', 'Place the tartlet shells on the worktop, fill them up with this chocolate mixture. Garnish with rabdi and pistachios.', 'Arrange the tartlets on a serving platter and serve immediately.']",,Fusion,Mithais,,0-5 minutes,4,Sweet,,Veg
Instant Ragi Uttapam,[],"['Combine semolina and  3/4  cup yogurt in a bowl and mix. Add finger millet flour, onion, capsicum, ginger, green chillies, cumin seeds and mustard seeds and mix well.', 'Add remaining yogurt and mix. Add some water,mix well and set aside for 5 minutes.', 'Heat a non-stick tawa.', 'Add curry leaves, baking soda and salt to prepared flour mixture and mix well.', 'Put some oil on hot tawaand wipe with a tissue. Pour a ladleful of prepared flourmixture, spread into a shape of uttapam and roast till the underside turnslight golden. Make incisions on each cooked uttapam and roast from the other side till golden and crisp.', 'Cut into 4 equal pieces and serve hot.']",,Indian,Snacks and Starters,,6-10 minutes,4,Mild,,Veg
Dalia Porridge - SK Khazana,[],"['Heat ghee in a pressure cooker, add broken wheat, mix and saute for 2-3 minutes. Add 4 cups water, mix, cover the cooker and cook under pressure till 4-5 whistles are released. Open the cooker once the pressure is reduced completely.', 'Keep the cooker back on heat, add seedless dates, cashewnut powderand honey and blend to a coarse mixture with an electric hand blender.', 'Add milk and mix well and cook for a minute on medium heat.\nTransfer into serving bowls. Top up with apple, garnish with mint sprig and serve warm.']",,Indian,Snacks and Starters,,26-30 minutes,4,Sweet,,Veg
Mohanthaal,[],"['Place the gram flour in a bowl. Heat a non-stick pan; add one and a half tablespoons ghee and two tablespoons milk and warm slightly. Add this to the gram flour and mix with your fingertips till the mixture resembles breadcrumbs. Pass through a thick sieve so that the crumbs are smooth.\nGrease an eight inch thali.', 'Heat the remaining ghee in a thick-bottomed non-stick pan. Add the gram flour mixture and cook on medium heat till fragrant and darker in colour.', 'Meanwhile, cook the sugar and half a cup of water, stirring till the sugar dissolves. Add the 2 teaspoons milk and collect the scum which rises to the surface with a ladle, and discard. Cook to make a syrup of one-and-a-half string consistency.', 'Soak the saffron in one tablespoon of warm milk for ten minutes. Add it to sugar syrup and mix well.', 'Add half the green cardamom powder and nutmeg powder to the gram flour and mix. Take the pan off the heat and keep stirring till the mixture cools completely.', 'Add the syrup to the gram flour mixture and stir continuously, till all the liquid is absorbed and the mixture thickens and becomes a little dry.', 'Pour the mixture into the greased thali and spread evenly. Smooth the top and sprinkle the almonds and pistachios. Sprinkle the remaining cardamom powder and set aside to cool.', 'Cut into squares and serve.\nMakes 500 grams']",,Gujarati,Desserts,,1.30-2 hour,4,Sweet,,Veg
